strain,stress
0.0014362657091562775,12.5
0.0028725314183124656,31.500000000000014
0.002872531418312468,22.499999999999993
0.0028725314183124717,13.500000000000012
0.00574506283662485,42.500000000000014
0.007181328545781043,44.5
0.008617594254937232,52.99999999999999
0.011490125673249618,69.00000000000001
0.012926391382405809,69.49999999999999
0.01579892280071819,89.5
0.017235188509874388,89.0
0.020107719928186767,97.0
0.025852782764811538,102.00000000000001
0.037342908438061095,104.50000000000001
0.051705565529623035,100.0
0.06894075403949737,99.0
0.09479353680430885,98.5
0.12064631956912034,98.5
0.14649910233393185,97.0
0.17235188509874333,94.5
0.19820466786355484,91.0
0.22405745062836632,88.5
0.2499102333931778,85.99999999999999
0.27576301615798937,83.49999999999999
0.3016157989228009,81.49999999999999
0.32746858168761234,78.49999999999997
0.3533213644524238,75.50000000000001
0.37917414721723536,73.00000000000003
0.40502692998204676,70.5
0.4308797127468584,68.49999999999999
0.45673249551166983,66.00000000000001
0.48258527827648123,62.5
0.5084380610412927,59.50000000000001
0.5342908438061041,56.500000000000014
0.5601436265709157,54.00000000000001
0.5859964093357272,51.5
0.6118491921005386,49.49999999999997
0.6377019748653502,47.99999999999998
0.6635547576301617,45.99999999999999
0.6894075403949731,44.5
0.7152603231597846,43.50000000000002
0.7411131059245961,42.500000000000014
0.7669658886894076,41.5
0.792818671454219,40.49999999999999
