y_true,y_cal
85.64062496854102,80.47400767339049
86.64,81.93563571769182
86.07684209954293,82.15106828323113
85.09263157698615,81.16436079131405
83.7263157947036,79.27954605670283
82.21500001397368,76.92838641504521
80.7536842301385,74.48250503132412
79.37421055981994,72.15544890354157
77.66631583196677,70.01890917368613
75.41763159319686,68.06493713329101
73.08947365479224,66.25999993878064
71.55236839972437,64.57654236593544
70.29631577917729,63.00642907014059
69.17210525972575,61.563303456043286
68.14736842301386,60.27888784908652
67.12263158630194,59.19611384933705
66.20157895799169,58.36040905995019
65.41657895643905,57.80917886180081
64.9042105380831,57.55816922905418
64.11973683980696,57.58181158262578
63.332631564565105,57.783173533948386
62.64947367342383,57.94994829117705
61.79789472785319,57.70332404913007
61.14236841835596,56.4802972888939
60.6,53.64107141760155
59.916842108858724,48.765279265258144
59.49684210885873,41.982344134248116
59.09289474493214,34.016974462525255
58.580526326576184,25.88263721611041
58.06815788912898,18.489275207150882
57.7452631539723,12.406340492880567
