y_true,y_cal,y_pred
20.044999999385418,23.82273591574131,22.394974
19.3711911307278,21.56843410383874,21.41462
18.83185595351101,20.157988850698768,21.268173
18.72,19.46359635395373,21.180984
18.48,19.245519156866365,21.149963
18.48,19.30929199633253,21.113297
18.48,19.513742832031507,21.022072
18.48,19.758693981032668,20.881348
18.724155128421344,19.975649064399533,20.728416
18.96,20.12219785935647,20.59645
18.77858725857253,20.17815827096898,20.483307
18.931080330035865,20.14210085335142,20.366714
18.96,20.027743362575247,20.227745
18.96,19.86026938436153,20.061623
19.020083105176848,19.672900141187537,19.875618
19.2,19.504105825749868,19.685669
19.2,19.39577190575926,19.51387
19.2,19.392517320843343,19.388985
19.2,19.542251734093604,19.344883
19.2,19.897982163619083,19.418144
