y_true,y_cal,y_pred
82.05562516371914,89.45116254864378,90.40184
86.484999997,97.00096124986264,89.68667
88.06263155944342,100.84189525103466,89.23253
87.88263157750856,101.54463242246368,88.82274
87.53092105415033,100.26962522292108,88.11696
85.67526313247565,98.11571639406849,87.16284
84.44249999448454,95.75279526599748,85.957825
81.96631580993684,93.45364944410976,84.53992
79.98039472505181,91.27079237861804,82.99793
77.95421052151974,89.17765704767054,81.383675
76.10328949166941,87.1426083407815,79.74505
75.09789473588289,85.15743380245816,78.12867
72.93789473876053,83.24238652385688,76.55253
70.59315787507303,81.44089538378934,75.021225
69.38763157271251,79.81063737115036,73.54866
68.24842105774738,78.41418368732192,72.17444
67.05118420632976,77.31069027209804,70.95818
66.19736841689605,76.54937140679684,69.97112
65.88,76.16545978182779,69.28985
65.51052631674868,76.17977567017441,68.993416
