y_true,y_cal,y_pred
56.1368421026482,52.57991700933383,50.29632
54.218282542696016,51.66066134669055,49.26597
51.34182826420645,49.33895399124766,49.05706
48.76720223750226,47.015159118960455,48.404034
46.91168977544,45.26416740120455,47.511494
44.937174498513485,44.09932222666851,46.493137
43.75800552543986,43.351119637424205,45.378883
42.45983378964631,42.83957655366849,44.22697
41.74038781173757,42.4246541759458,43.13985
41.6,42.0141399960149,42.20374
41.01518004879545,41.559386628423226,41.455784
40.96,41.04793676873663,40.87012
40.96,40.49557688307841,40.388405
40.96,39.93875230614331,39.968586
40.96,39.427914771849466,39.59333
41.30038781252894,39.022201811693606,39.26632
41.39024930310949,38.78563061306931,39.006836
41.52930748170171,38.78472136825042,38.847504
41.6,39.08718626276313,38.831112
41.6,39.761080016047295,39.0077
