strain,stress
0.001730104,49.32
0.003460208,49.68
0.005190311,56.16
0.006920415,63.72
0.012110727,66.6
0.041522491,70.2
0.074394464,71.28
0.107266436,71.64
0.140138408,72.36
0.173010381,72
0.205882353,72.36
0.238754325,72.36
0.271626298,72
0.30449827,72
0.337370242,72
0.370242215,72
0.403114187,71.28
0.435986159,70.92
0.468858131,70.2
0.501730104,69.48
0.534602076,69.12
0.567474048,68.4
0.600346021,68.04
0.633217993,67.32
0.666089965,66.6
0.698961938,66.24
0.73183391,65.52
0.764705882,64.8
0.797577855,64.44
