y_true,y_cal,y_pred
85.64062496854102,76.83749595188578,76.53064
85.94609417779341,78.97095003882197,75.27769
83.28141275074326,75.6480699772019,74.39554
80.12609420574077,70.13139860169325,72.70911
76.41049866252123,64.82993811434267,70.339
71.9127423590465,60.60070706398061,67.646515
69.25545705984108,57.48680754252676,64.78946
67.04908588031783,55.28349271968111,61.977707
65.30135735039728,53.75615736496732,59.469692
63.7969528954587,52.70213200603817,57.479126
62.19831023821111,51.96303220296778,56.115955
60.79180055316504,51.4245288583616,55.36437
59.552409975602274,51.013904569055775,55.11864
58.58542937364179,50.69757318398597,55.235165
57.72074791864426,50.47870467748032,55.57465
57.10603877744744,50.39501692995236,56.041313
56.37058171760636,50.51728248819706,56.592743
55.63512465776528,50.94969381758599,57.233597
54.8996675979242,51.83384739589783,58.003998
54.16421053808312,53.35888393801471,58.969116
