y_true,y_cal,y_pred
36.97052632036565,37.21675163606893,36.605766
35.84066480417744,35.27449909959134,34.383484
33.89983378964631,33.02879385625764,33.219795
32.93961218826243,31.32859330665173,31.807213
32.44930748170171,30.260996479478653,30.623138
32.238005547099284,29.697611102658048,29.949974
31.468698056159205,29.484113272917103,29.697037
31.23678669919697,29.48476955149996,29.69719
30.72,29.58971501337232,29.817871
30.80221606352296,29.715238962561376,29.970764
31.04,29.803462464907344,30.105965
31.14282548906546,29.821790242471312,30.195656
31.36,29.76144577784842,30.227509
31.36,29.634647560309705,30.207008
31.653739608747628,29.47048174280801,30.150757
32.144044320899546,29.309878499473975,30.083302
32.32,29.200158546728943,30.035656
32.32,29.18936583000672,30.046364
32.32,29.320091182146783,30.160332
32.32,29.621789790051835,30.426708
