y_true,y_cal,y_pred
56.1368421026482,51.561015858280406,53.062405
53.17229916869981,50.880159384423735,51.594963
49.45362882668727,48.27263528348978,49.88245
46.71556788520309,45.60074244364506,47.181915
44.44686979195276,43.535763779308304,44.66572
42.65595567227059,42.1270232601243,42.953754
41.67501385086281,41.23583516928945,41.968304
41.34204985316927,40.696914999540994,41.435436
40.96,40.36498300679269,41.145454
40.96,40.12647781064523,40.967804
40.96,39.90192895124388,40.830826
41.30038781252894,39.64552037168581,40.693237
41.300498618640034,39.34299326332438,40.533165
41.6,39.007980778782446,40.351696
41.6,38.67702304944935,40.163292
41.6,38.4038113021839,39.992176
41.6,38.253276646746336,39.870968
41.6,38.29586721083293,39.841537
41.6,38.60174259612101,39.953587
41.6,39.233649660545936,40.262432
