y_true,y_cal,y_pred
71.39343740797632,65.50799225207672,70.501114
76.16,70.20855007700196,73.96904
76.16,71.38946629787503,75.359
75.31146814144435,70.70409737542181,74.98167
74.05369806302107,69.43995520460177,73.58768
73.21166205531996,68.20914043608894,72.02345
71.9392520952377,67.18174861679806,70.62856
69.69518003717232,66.32736450556871,69.35972
68.01110802177011,65.5500497335567,68.14708
66.8870360063679,64.75272956401518,66.94973
65.20296399096566,63.86685673820066,65.76682
64.23944598778174,62.86488093589942,64.610344
63.84,61.762874490330894,63.49789
62.72,60.61689251532324,62.46379
62.72,59.5156958170523,61.544975
62.16,58.572302739776575,60.778984
62.16,57.91657099075104,60.205673
62.16,57.690392243551536,59.870705
62.16,58.04614365389688,59.82645
62.16,59.1478110284198,60.132004
