y_true,y_cal
208.3052362852459,235.35324420556287
255.24443308547643,247.77626649921925
275.109509081685,251.49590837728502
274.4457094060408,248.35014273752236
266.4896860366952,240.15648786632195
255.5259951137307,228.69535722933517
242.990454563619,215.6473877681359
229.7780942429278,202.46578314337583
217.10359731641358,190.21784642229346
205.2743604676518,179.4719690860959
194.32470896831634,170.29513570609632
184.24382391987436,162.36388240468767
174.75574471783358,155.14165924971005
165.58913243845836,148.07217376978323
156.99364357828537,140.75527733173746
149.29300637206225,133.07965767805678
141.83501336499697,125.28522955728116
134.12682458281205,117.92967839482992
126.60979433082707,111.73763751394368
119.71687641370224,107.308234400021
