y_true,y_pred,y_cal
36.23523,39.162743,40.10952261665635
36.039528,37.554314,38.1164063832509
35.73905,36.58306,36.60849744173883
35.327133,35.792877,35.3118925228828
34.91662,35.159256,34.09114274625242
34.755783,34.633987,32.90308776556176
34.83139,34.154488,31.757810261761136
34.892082,33.66488,30.686890482228936
34.791725,33.12468,29.72074171889018
34.406105,32.507355,28.87508983724927
33.821255,31.807304,28.14483039611689
33.188385,31.030495,27.502863504087177
32.54467,30.191883,26.901974713556992
31.863617,29.318764,26.27877542456068
31.096954,28.443806,25.55956557154529
30.266045,27.601746,24.66839866245561
29.486233,26.828121,23.537486313538245
28.825184,26.160946,22.11939960036836
28.25211,25.639992,20.39947769645345
27.838688,25.305607,18.405787198467024
