y_true,y_pred,y_cal
67.07863,61.020733,60.17640941800919
65.642815,60.81477,59.4926488405365
63.753048,60.13738,58.960402174191074
61.849583,58.936554,58.20712805001373
59.742947,57.489082,57.109253590168095
57.380245,55.970085,55.713951418051245
54.96749,54.43319,54.15687982406197
52.655125,52.869873,52.592366950196826
50.416275,51.257187,51.14596843212075
48.20103,49.57745,49.88992977954615
45.9997,47.837746,48.83621307785192
43.85876,46.056175,47.94040063251258
41.854794,44.258156,47.11154515517436
40.098587,42.482853,46.22580351941625
38.59691,40.771824,45.14379036300917
37.156925,39.165794,43.73218279092736
35.629196,37.704155,41.88912050075809
34.175747,36.42703,39.57088748376663
33.078625,35.375187,36.81527834736764
32.48204,34.589294,33.75648413268137
