y_true,y_pred,y_cal
164.13252,152.50864,156.08336072464994
167.01068,156.64952,156.9575520919216
168.13062,159.07019,157.04224770855876
165.64217,158.07222,155.6181447273343
160.66702,154.52516,152.56001796256393
154.53821,149.78255,148.08329791109193
148.12866,144.61035,142.55121286883332
141.79486,139.34235,136.36231619740656
135.92567,134.09602,129.89211818304483
130.70154,128.88892,123.45993599964916
126.08912,123.74377,117.3063213197098
122.10759,118.68406,111.5788841213342
118.37574,113.742065,106.32901313834758
114.700836,108.98529,101.52051410538832
111.10619,104.48527,97.04811307185524
107.41152,100.31093,92.76237178310836
103.58512,96.52902,88.4980843996587
99.78079,93.205475,84.10420280747329
96.09417,90.40565,79.47354923363595
93.43891,88.19441,74.5698758029489
