y_true,y_pred,y_cal
240.50629,235.45866,232.7749241644591
250.13857,246.05037,232.82435393135117
258.81396,249.68689,231.39596868393116
260.25897,248.86755,228.38605491323503
255.72383,244.46185,223.9192515362576
248.49658,238.1068,218.2479517994727
240.69415,230.92807,211.6696798308116
233.28162,223.54155,204.47299935067505
226.53293,216.2295,196.9114379152904
220.35616,209.06357,189.19952140484224
214.39572,202.07816,181.52229100539083
208.59245,195.284,174.0474694825475
203.12968,188.69757,166.92846839390944
198.12447,182.39594,160.2895183934545
193.17847,176.46852,154.19227187833124
187.94925,171.00876,148.59174584149025
182.83806,166.1148,143.29222950118057
177.99722,161.88991,137.9110075876681
173.73987,158.44215,131.85697393975437
170.9696,155.8842,124.3397742759126
