y_true,y_cal
20.044999999385418,24.392570700249138
19.56894736237396,22.698238306198625
19.227368416803323,21.56534623832219
18.885789471232687,20.918261381916505
18.72,20.628469275405738
18.701315790045705,20.57454442807347
18.53052631726039,20.65658911893696
18.48,20.796410766516555
18.48,20.935402794925377
18.48,21.032943136075467
18.48,21.06529311759189
18.48,21.024418738805288
18.508421057534626,20.9162844538804
18.85000000310526,20.7584621618709
18.96,20.57716438733907
18.913421052876732,20.403965880156964
18.742631580091413,20.272487872612643
18.868157892693905,20.215186013856556
18.96,20.260130724219405
18.96,20.427323570912662
18.96,20.72366356405902
18.96,21.135147980170927
19.002105265936287,21.614287076521073
19.172894738721606,22.060471269291845
19.2,22.293588810949622
19.2,22.034913695946067
19.2,20.945689841196145
19.2,18.79453434501277
19.2,15.68946084181637
19.2,12.106895084275097
19.2,8.637602138547244
