y_true,y_pred,y_cal
94.429794,92.86601,92.92304225525372
96.65815,95.59305,95.68774288709346
99.51216,98.36551,97.83813383514762
101.61788,100.337105,99.49226024976625
102.95775,101.57702,100.74893273130316
104.1466,102.41299,101.68407589530256
105.16597,102.98672,102.35254777822747
105.77927,103.35021,102.79257376366392
106.18794,103.55757,103.03080374175656
106.59112,103.62457,103.08691124650156
106.95077,103.55424,102.97728480004145
107.23178,103.33615,102.717698005463
107.27806,102.96608,102.32498354081298
107.02033,102.48069,101.81777699499982
106.79813,101.93701,101.21640440130724
106.80853,101.40658,100.5419925347136
106.88229,100.97393,99.8148919266687
106.8923,100.73572,99.05252083905188
106.81075,100.798515,98.2667728089829
106.68753,101.27688,97.46120758262246
