y_true,y_pred,y_cal
70.09268,73.86897,71.99483473748076
70.764496,74.179535,73.30758420091368
71.68475,75.03235,74.1874481016821
72.6891,75.463135,74.74889926574062
73.66288,75.57747,75.0809258316134
74.485725,75.544815,75.247380799108
75.17876,75.443184,75.2913993036126
75.789085,75.322586,75.24094933950285
76.275154,75.20338,75.11390563239972
76.56018,75.06336,74.92204943007333
76.658646,74.87676,74.67395511442368
76.64623,74.61759,74.37694643057526
76.488365,74.27157,74.0383427414531
76.09461,73.85809,73.66617587780003
75.52276,73.41457,73.26949950114128
74.889755,72.9911,72.85836219245641
74.25125,72.64855,72.44348198260599
73.64121,72.45835,72.03564450054023
73.13326,72.500404,71.64484703296333
72.83823,72.861275,71.27922516403927
