Temperature (K),Strain rate (s^-1),RMSE_pred,RMSE_cal,nn_pred,svm_pred
1273,0.001,91.3320723,339.8332141,973.8185425,1017.051198
1323,0.001,46.79035167,128.6452808,416.9365845,560.8581443
1373,0.001,20.72825464,19.02890655,558.40625,1999.058048
1273,0.005,101.4880395,168.9351836,143.4190521,204.339486
1323,0.005,4.284194258,28.93593455,224.6838837,42.92820455
1373,0.005,5.622155327,25.30906196,58.97037506,64.79400216
1273,0.01,264.2683907,415.8876548,266.7819519,567.2978887
1323,0.01,37.24614757,109.2286897,38.16031265,25.47900578
1373,0.01,14.89730582,41.54838896,56.71173859,96.48317035
