y_true,y_pred,y_cal
57.03672,66.287384,63.43244718265692
58.426746,66.63632,66.80487437589665
59.809143,67.12306,69.96231189579278
60.32032,67.07816,71.83196249282756
59.976273,65.97566,72.05840744951924
59.1274,64.37493,71.22652059600513
58.154545,62.74522,70.069468066552
57.12145,61.37517,68.94667670120903
56.016212,60.352406,67.92525747208408
55.057045,59.561592,66.97228409792801
54.28313,58.8385,66.05706632776106
53.678467,58.09689,65.18113345429995
53.324665,57.36062,64.37586830003596
53.17224,56.720932,63.68935766963832
53.121662,56.25704,63.170847534347935
53.15166,56.005463,62.8551695197547
53.1892,55.966263,62.74702279065528
53.199112,56.12567,62.80401376371994
53.199974,56.480324,62.91744119303594
53.199997,57.052967,62.891363531602245
