y_true,y_pred,y_cal
45.28038,40.06775,40.703435233956576
45.263203,39.409676,39.660139268465
45.007935,38.66549,38.486103725227615
44.408333,37.941345,37.330807256132914
43.67042,37.645737,36.37854202800675
42.94722,37.631004,35.70273261661524
42.31283,37.701027,35.27200818277755
41.808674,37.81539,35.01112580196106
41.440876,37.956516,34.846667351617974
41.15795,38.08441,34.72861574816387
40.845848,38.163296,34.63587596587082
40.474537,38.173786,34.57301274695364
40.143253,38.117336,34.5627638521208
39.887405,38.020744,34.63689686146191
39.695576,37.925,34.82659652317564
39.441917,37.87902,35.15254799706023
39.131493,37.935303,35.61411726384425
38.960037,38.147404,36.17662543693886
38.92308,38.56516,36.755991174102085
38.92009,39.231075,37.20155023778654
