y_true,y_cal
56.1368421026482,53.28970582179509
54.218282542696016,51.49741687611652
51.34182826420645,48.97492926016721
48.76720223750226,46.919838235260706
46.91168977544,45.591084090359494
44.937174498513485,44.72213930365341
43.75800552543986,43.997740825153485
42.45983378964631,43.22839386840716
41.74038781173757,42.37654753423932
41.6,41.527896124660884
41.01518004879545,40.839732043650464
40.96,40.47923266915962
40.96,40.551368467980105
40.96,40.99455423202089
40.96,41.39590717025556
41.30038781252894,40.71509965889227
41.39024930310949,37.303394788099524
41.52930748170171,30.22713896394498
41.6,20.977745314813273
41.6,12.386995170747435
