y_true,y_pred,y_cal
285.0859,260.7956,253.35315537136472
283.33502,266.35114,255.5658744162044
280.34244,271.8454,256.1783289586198
276.4911,272.2105,255.18031544778944
271.91895,269.72922,252.6278795896142
266.69724,265.80447,248.63711088497416
260.89157,261.0097,243.3723597548189
254.56772,255.63583,237.0309729758222
247.79132,249.65143,229.8268676118214
240.6278,243.07454,221.975046082569
233.1426,236.27649,213.6786383544672
225.40118,229.57944,205.11941873640365
217.46927,222.99472,196.4521350873232
209.41235,216.45184,187.80249817505165
201.29591,209.94766,179.26833582030196
193.18552,203.59052,170.9232023550246
185.1476,197.56027,162.8216142816556
177.27908,192.05217,155.0050350566688
170.02863,187.24338,147.50776106397254
165.15166,183.28416,140.36199475503685
