y_true,y_pred,y_cal
475.3621,459.46973,490.4010153941561
484.25357,471.1046,500.6507079369659
494.0859,484.34592,507.2634087679819
499.86203,493.1772,510.38109894300334
501.35437,497.24963,510.2755898601556
499.5532,496.72003,507.3165863312571
495.31293,492.92322,501.9358742499503
489.2052,486.5744,494.5917671739505
481.53467,478.7286,485.7369022435968
472.36536,469.79297,475.7912368619197
461.54883,459.76703,465.12092724667855
448.7521,448.37192,454.02284249767246
433.4852,435.3125,442.71387476102063
415.12726,420.30295,431.3239845008013
392.95215,402.78152,419.8920874277729
366.15656,381.91547,408.3644724821385
333.89948,357.13635,396.596474954446
295.592,328.79953,384.3596030211653
253.74231,298.3116,371.3579950604346
222.35527,267.79303,357.2591937855839
