y_true,y_pred,y_cal
465.2813,474.9024,468.2708245713503
472.9386,477.49725,477.5539977934316
479.44608,482.2273,483.3787536228524
479.67734,485.3595,485.73310249681015
474.40372,485.008,484.7671128266595
466.87198,481.705,480.7645386374112
459.91565,476.32822,474.1050413774196
453.1638,469.49918,465.2231241964332
443.62137,461.12387,454.5688220906072
430.14056,450.89685,442.5735922909368
414.61267,438.83026,429.62322623167313
398.66107,425.06995,416.0382892621172
382.67578,409.8228,402.0617541352983
366.68948,393.41708,387.8531744175252
350.70322,376.16998,373.4889082506217
334.71692,358.373,358.9684432159348
318.7328,340.31848,344.2275673560288
302.82162,322.34058,329.15955548258324
287.84442,304.86258,313.645008696951
277.59857,288.42813,297.58873596953856
