y_true,y_pred,y_cal
544.71783,522.5922,501.07771944408944
550.3595,534.8165,515.0082893495515
555.62244,544.8224,525.3634553203237
558.0191,549.74036,532.113988480401
558.0023,551.1246,535.4271205277665
555.8267,549.2123,535.630181525418
551.6066,544.8429,533.1619763613844
545.54456,538.5375,528.5208624309556
537.9299,531.13055,522.2162763891174
529.1105,523.0697,514.7276326828226
519.4642,514.6557,506.47197479612095
509.37057,505.9114,497.779978694958
499.1814,496.75232,488.87906053853305
489.19122,487.21375,479.8824614496528
479.60895,477.36996,470.7842775711528
470.5285,467.31598,461.4624349670655
461.9013,457.16565,451.69424497172366
453.5521,447.0478,441.191237890214
445.6362,437.12067,429.6588167723591
440.09393,427.61554,416.8782897577567
