y_true,y_pred,y_cal
194.03525,194.9747,188.4849418992748
204.6401,210.77722,208.4112660908615
210.54193,218.87967,219.50427251774565
205.48386,217.38391,221.2943034615528
193.96515,208.69992,215.0994459743941
180.43123,197.44006,203.55777339009185
167.09262,184.63686,189.64950884942263
155.159,171.8547,175.76561642905975
145.12238,160.17163,163.2992852436676
137.03844,150.14229,152.74458652685794
130.7465,141.8162,144.00169044015675
125.77719,134.72308,136.6646723367507
121.4329,128.27072,130.22913139970407
117.2194,122.1335,124.23656585844104
112.982185,116.222,118.380554744922
108.73039,110.58489,112.5830967535968
104.438835,105.32223,107.03655618923966
100.0352,100.553185,102.2085133476063
95.747246,96.40214,98.8205856318203
92.759964,92.98144,97.8199859210755
