y_true,y_pred,y_cal
111.533966,111.51944,109.25726175382614
113.68358,114.50522,117.2263952068563
112.91832,115.03868,119.14805588225492
107.79959,111.94989,116.26439462612409
100.51724,104.65323,110.55625268723249
93.10515,97.21415,103.80074206404474
86.84992,90.643555,97.17136998410471
82.58516,85.64788,91.27732383195466
80.40882,82.25446,86.33695626570307
79.48088,80.16222,82.33000464508
78.68234,78.82057,79.0991843822706
77.31293,77.45062,76.41592359791565
75.19968,75.56235,74.0308017916128
72.60852,73.19459,71.72317764648542
70.021416,70.62911,69.35423491890518
67.7545,68.14098,66.91624149378941
65.83561,65.89224,64.56286256986502
64.16107,63.95072,62.60495111168014
62.716057,62.348305,61.45624316284501
61.78257,61.118935,61.478256380307926
