y_true,y_pred,y_cal
226.41016,220.68573,235.35324420556287
247.2482,237.33109,247.77626649921925
265.68005,250.0741,251.49590837728505
270.17563,252.04803,248.3501427375224
264.73163,243.82687,240.15648786632195
254.68674,232.11781,228.6953572293352
242.66782,219.31604,215.6473877681359
229.98087,206.61868,202.46578314337583
217.50153,194.87506,190.21784642229343
205.70802,184.51465,179.4719690860959
194.73952,175.54877,170.29513570609632
184.54181,167.60999,162.36388240468767
174.95474,160.17941,155.14165924971005
165.87784,152.91344,148.07217376978323
157.3711,145.7037,140.75527733173746
149.42575,138.6145,133.07965767805678
141.77957,131.81442,125.28522955728116
134.2546,125.50767,117.92967839482992
127.316284,119.88078,111.73763751394368
122.703735,115.08492,107.308234400021
