y_true,y_pred,y_cal
71.85072,74.457245,77.59504311515015
78.60687,80.55371,81.03145937491138
84.465294,84.76707,81.2858069888611
85.41206,84.97947,79.83784622473637
82.34523,82.67241,77.71664257096144
77.195175,79.43508,75.48344113705555
71.54493,75.79741,73.40372905809713
66.322556,72.14157,71.57448454258513
61.97387,68.77695,69.99310704341674
58.717564,65.85687,68.59395121506574
56.544765,63.393612,67.27179796842735
55.200413,61.287663,65.90326404978721
54.384537,59.39795,64.37151406006221
53.843807,57.610138,62.59481711497566
53.338177,55.84577,60.5546692721741
52.671734,54.066265,58.31548515905587
51.753307,52.28041,56.0271678860793
50.59083,50.5414,53.904011182103
49.325268,48.923626,52.17132884201221
48.401962,47.50295,50.94263501559626
