y_true,y_pred,y_cal
24.48677,25.593704,37.0209863981991
26.842377,24.725739,38.38659921503113
28.949867,26.380356,36.78136893816088
29.446114,25.357986,33.86616957365823
28.630257,23.854546,30.72930464905094
27.137321,21.98954,27.922131140821207
25.488335,20.17772,25.641466746383426
24.001732,18.66066,23.903953823562304
22.826553,17.516495,22.65393334548528
22.022034,16.761658,21.81642001305635
21.587471,16.3703,21.318147183906174
21.455055,16.278648,21.09325114663075
21.515808,16.399963,21.08289195607966
21.669426,16.642937,21.233410039660956
21.834015,16.926292,21.494981273449383
21.939728,17.188408,21.82119177414166
21.943638,17.390991,22.16890155715891
21.845093,17.521393,22.496988129173605
21.682644,17.590378,22.762091093984008
21.547379,17.628258,22.909466378269236
