y_true,y_cal
36.30315789417839,37.870777120811866
36.00398891517061,37.65517081199136
36.31113573345479,37.456181938241585
36.87656510347794,37.29221360489803
36.874570636031606,37.1643068094953
36.56742382230319,37.06522896419991
36.36,36.984733816310744
36.36,36.912284617883245
36.36,36.83827222314479
36.36,36.754401734990886
36.36,36.65365176156641
36.36,36.53003794836139
36.21739611973804,36.37830755909033
36.0,36.19362801907629
36.0,35.97129327495198
36.0,35.70644971555038
36.0,35.393835721790964
35.76166205235982,35.0275358209858
35.45451523766147,34.60077245951447
35.14736841937729,34.10579427112359
