strain,stress
0.05,367.0998356840372
0.089473684,362.64665868311664
0.128947368,354.14248909006454
0.168421053,342.35292449048313
0.207894737,328.3101169768109
0.247368421,313.1413999999155
0.286842105,297.85904033314154
0.326315789,283.2029677514566
0.365789474,269.6053699480936
0.405263158,257.25499773492385
0.444736842,246.17814162948883
0.484210526,236.28063839399178
0.523684211,227.36594124567762
0.563157895,219.17841079015477
0.602631579,211.49249951312825
0.642105263,204.2186421507151
0.681578947,197.48077373515503
0.721052632,191.63850890257402
0.760526316,187.23460509147554
0.8,184.84346785559615
